paper_id,title,year,abstract,doi,venue,fieldsOfStudy,keywords,venue_type,pages
4be9368abc2474d6fd38639e523cf03af1873fd9,From Smart Farming towards Agriculture 5.0: A Review on Crop Data Management,2020.0,"The information that crops offer is turned into profitable decisions only when efficiently managed. Current advances in data management are making Smart Farming grow exponentially as data have become the key element in modern agriculture to help producers with critical decision-making. Valuable advantages appear with objective information acquired through sensors with the aim of maximizing productivity and sustainability. This kind of data-based managed farms rely on data that can increase efficiency by avoiding the misuse of resources and the pollution of the environment. Data-driven agriculture, with the help of robotic solutions incorporating artificial intelligent techniques, sets the grounds for the sustainable agriculture of the future. This paper reviews the current status of advanced farm management systems by revisiting each crucial step, from data acquisition in crop fields to variable rate applications, so that growers can make optimized decisions to save money while protecting the environment and transforming how food will be produced to sustainably match the forthcoming population growth.",10.3390/agronomy10020207,Agronomy,Business,data management,workshop,8
6548106035c7208ad498730627874a482734b9ac,"Blockchain for healthcare data management: opportunities, challenges, and future recommendations",2021.0,,10.1007/s00521-020-05519-w,Neural computing & applications (Print),"Computer Science,Business",data management,workshop,10
82e1e8b222aeaca19d45375b31fdc825d1a821b8,An Overview of Data Warehouse and Data Lake in Modern Enterprise Data Management,2022.0,"Data is the lifeblood of any organization. In today’s world, organizations recognize the vital role of data in modern business intelligence systems for making meaningful decisions and staying competitive in the field. Efficient and optimal data analytics provides a competitive edge to its performance and services. Major organizations generate, collect and process vast amounts of data, falling under the category of big data. Managing and analyzing the sheer volume and variety of big data is a cumbersome process. At the same time, proper utilization of the vast collection of an organization’s information can generate meaningful insights into business tactics. In this regard, two of the popular data management systems in the area of big data analytics (i.e., data warehouse and data lake) act as platforms to accumulate the big data generated and used by organizations. Although seemingly similar, both of them differ in terms of their characteristics and applications. This article presents a detailed overview of the roles of data warehouses and data lakes in modern enterprise data management. We detail the definitions, characteristics and related works for the respective data management frameworks. Furthermore, we explain the architecture and design considerations of the current state of the art. Finally, we provide a perspective on the challenges and promising research directions for the future.",10.3390/bdcc6040132,Big Data and Cognitive Computing,Computer Science,data management,workshop,5
06ba782753bad19254db5d28ad4155556f286ee0,Data Management and Analysis Methods,2000.0,,,,Sociology,data management,workshop,14
28b5df48dd23ffc7e7d64fc43e2a420e05ab88f8,Milvus: A Purpose-Built Vector Data Management System,2021.0,"Recently, there has been a pressing need to manage high-dimensional vector data in data science and AI applications. This trend is fueled by the proliferation of unstructured data and machine learning (ML), where ML models usually transform unstructured data into feature vectors for data analytics, e.g., product recommendation. Existing systems and algorithms for managing vector data have two limitations: (1) They incur serious performance issue when handling large-scale and dynamic vector data; and (2) They provide limited functionalities that cannot meet the requirements of versatile applications. This paper presents Milvus, a purpose-built data management system to efficiently manage large-scale vector data. Milvus supports easy-to-use application interfaces (including SDKs and RESTful APIs); optimizes for the heterogeneous computing platform with modern CPUs and GPUs; enables advanced query processing beyond simple vector similarity search; handles dynamic data for fast updates while ensuring efficient query processing; and distributes data across multiple nodes to achieve scalability and availability. We first describe the design and implementation of Milvus. Then we demonstrate the real-world use cases supported by Milvus. In particular, we build a series of 10 applications (e.g., image/video search, chemical structure analysis, COVID-19 dataset search, personalized recommendation, biological multi-factor authentication, intelligent question answering) on top of Milvus. Finally, we experimentally evaluate Milvus with a wide range of systems including two open source systems (Vearch and Microsoft SPTAG) and three commercial systems. Experiments show that Milvus is up to two orders of magnitude faster than the competitors while providing more functionalities. Now Milvus is deployed by hundreds of organizations worldwide and it is also recognized as an incubation-stage project of the LF AI & Data Foundation. Milvus is open-sourced at https://github.com/milvus-io/milvus.",10.1145/3448016.3457550,SIGMOD Conference,Computer Science,data management,conference,8
c96fc88631f2b8e2fe192027a8a237445635328c,"Pipeline In-Line Inspection Method, Instrumentation and Data Management",2021.0,"Pipelines play an important role in the national/international transportation of natural gas, petroleum products, and other energy resources. Pipelines are set up in different environments and consequently suffer various damage challenges, such as environmental electrochemical reaction, welding defects, and external force damage, etc. Defects like metal loss, pitting, and cracks destroy the pipeline’s integrity and cause serious safety issues. This should be prevented before it occurs to ensure the safe operation of the pipeline. In recent years, different non-destructive testing (NDT) methods have been developed for in-line pipeline inspection. These are magnetic flux leakage (MFL) testing, ultrasonic testing (UT), electromagnetic acoustic technology (EMAT), eddy current testing (EC). Single modality or different kinds of integrated NDT system named Pipeline Inspection Gauge (PIG) or un-piggable robotic inspection systems have been developed. Moreover, data management in conjunction with historic data for condition-based pipeline maintenance becomes important as well. In this study, various inspection methods in association with non-destructive testing are investigated. The state of the art of PIGs, un-piggable robots, as well as instrumental applications, are systematically compared. Furthermore, data models and management are utilized for defect quantification, classification, failure prediction and maintenance. Finally, the challenges, problems, and development trends of pipeline inspection as well as data management are derived and discussed.",10.3390/s21113862,Italian National Conference on Sensors,"Medicine,Computer Science",data management,conference,8
d008893e01fa7f6c5fb01dadf3f97ee96835c303,An Overview of Platforms for Big Earth Observation Data Management and Analysis,2020.0,"In recent years, Earth observation (EO) satellites have generated big amounts of geospatial data that are freely available for society and researchers. This scenario brings challenges for traditional spatial data infrastructures (SDI) to properly store, process, disseminate and analyze these big data sets. To meet these demands, novel technologies have been proposed and developed, based on cloud computing and distributed systems, such as array database systems, MapReduce systems and web services to access and process big Earth observation data. Currently, these technologies have been integrated into cutting edge platforms in order to support a new generation of SDI for big Earth observation data. This paper presents an overview of seven platforms for big Earth observation data management and analysis—Google Earth Engine (GEE), Sentinel Hub, Open Data Cube (ODC), System for Earth Observation Data Access, Processing and Analysis for Land Monitoring (SEPAL), openEO, JEODPP, and pipsCloud. We also provide a comparison of these platforms according to criteria that represent capabilities of the EO community interest.",10.3390/rs12081253,Remote Sensing,Computer Science,data management,workshop,15
0df5a4f9cc8a244715fe9968732497d2ac2a7cd1,"A Survey on Trajectory Data Management, Analytics, and Learning",2020.0,"Recent advances in sensor and mobile devices have enabled an unprecedented increase in the availability and collection of urban trajectory data, thus increasing the demand for more efficient ways to manage and analyze the data being produced. In this survey, we comprehensively review recent research trends in trajectory data management, ranging from trajectory pre-processing, storage, common trajectory analytic tools, such as querying spatial-only and spatial-textual trajectory data, and trajectory clustering. We also explore four closely related analytical tasks commonly used with trajectory data in interactive or real-time processing. Deep trajectory learning is also reviewed for the first time. Finally, we outline the essential qualities that a trajectory data management system should possess to maximize flexibility.",10.1145/3440207,ACM Computing Surveys,Computer Science,data management,journal,6
0f38b3d717e0fcc6eacc9c6e78b252227440e04e,A Survey of Blockchain Data Management Systems,2021.0,"Blockchain has been widely deployed in various fields, such as finance, education, and public services. Blockchain has decentralized mechanisms with persistency and auditability and runs as an immutable distributed ledger, where transactions are jointly performed through cryptocurrency-based consensus algorithms by worldwide distributed nodes. There have been many survey papers reviewing the blockchain technologies from different perspectives, e.g., digital currencies, consensus algorithms, and smart contracts. However, none of them have focused on the blockchain data management systems. To fill in this gap, we have conducted a comprehensive survey on the data management systems, based on three typical types of blockchain, i.e., standard blockchain, hybrid blockchain, and DAG (Directed Acyclic Graph)-based blockchain. We categorize their data management mechanisms into three layers: blockchain architecture, blockchain data structure, and blockchain storage engine, where block architecture indicates how to record transactions on a distributed ledger, blockchain data structure refers to the internal structure of each block, and blockchain storage engine specifies the storage form of data on the blockchain system. For each layer, the works advancing the state-of-the-art are discussed together with technical challenges. Furthermore, we lay out several possible future research directions for the blockchain data management systems.",10.1145/3502741,ACM Transactions on Embedded Computing Systems,Computer Science,data management,journal,9
1ff76ab0fcf22110df62337d462e15d79a2a2593,A Blockchain-Based Trusted Data Management Scheme in Edge Computing,2020.0,"With rapid development of computing technologies, large amount of data are gathered from edge terminals or Internet of Things (IoT) devices, however data trust and security in edge computing environment are very important issues to be considered, especially when the gathered data are fraud or dishonest, or the data are misused or spread without any authorization, which may lead to serious problems. In this article, a blockchain-based trusted data management scheme (called BlockTDM) in edge computing is proposed to solve the above problems, in which we proposed a flexible and configurable blockchain architecture that includes mutual authentication protocol, flexible consensus, smart contract, block and transaction data management, blockchain nodes management, and deployment. The BlockTDM scheme can support matrix-based multichannel data segment and isolation for sensitive or privacy data protection, and moreover, we have designed user-defined sensitive data encryption before the transaction payload stores in blockchain system, and have implemented conditional access and decryption query of the protected blockchain data and transactions through smart contract. Finally, we have evaluated the proposed BlockTDM scheme security, availability, and efficiency with large amount of experiments. Analysis and evaluations manifest that the proposed BlockTDM scheme provides a general, flexible, and configurable blockchain-based paradigm for trusted data management with tamper-resistance, which is suitable for edge computing with high-level security and creditability.",10.1109/TII.2019.2933482,IEEE Transactions on Industrial Informatics,Computer Science,data management,journal,7
e8b7a9be9f2d0578a95319ed5841978e10429967,Big data management in the mining industry,2020.0,,10.1007/s12613-019-1937-z,"International Journal of Minerals, Metallurgy, and Materials",Business,data management,journal,12
799d5a8271887adede035644d878c7bd555576df,Geospatial Data Management Research: Progress and Future Directions,2020.0,"Without geospatial data management, today’s challenges in big data applications such as earth observation, geographic information system/building information modeling (GIS/BIM) integration, and 3D/4D city planning cannot be solved. Furthermore, geospatial data management plays a connecting role between data acquisition, data modelling, data visualization, and data analysis. It enables the continuous availability of geospatial data and the replicability of geospatial data analysis. In the first part of this article, five milestones of geospatial data management research are presented that were achieved during the last decade. The first one reflects advancements in BIM/GIS integration at data, process, and application levels. The second milestone presents theoretical progress by introducing topology as a key concept of geospatial data management. In the third milestone, 3D/4D geospatial data management is described as a key concept for city modelling, including subsurface models. Progress in modelling and visualization of massive geospatial features on web platforms is the fourth milestone which includes discrete global grid systems as an alternative geospatial reference framework. The intensive use of geosensor data sources is the fifth milestone which opens the way to parallel data storage platforms supporting data analysis on geosensors. In the second part of this article, five future directions of geospatial data management research are presented that have the potential to become key research fields of geospatial data management in the next decade. Geo-data science will have the task to extract knowledge from unstructured and structured geospatial data and to bridge the gap between modern information technology concepts and the geo-related sciences. Topology is presented as a powerful and general concept to analyze GIS and BIM data structures and spatial relations that will be of great importance in emerging applications such as smart cities and digital twins. Data-streaming libraries and “in-situ” geo-computing on objects executed directly on the sensors will revolutionize geo-information science and bridge geo-computing with geospatial data management. Advanced geospatial data visualization on web platforms will enable the representation of dynamically changing geospatial features or moving objects’ trajectories. Finally, geospatial data management will support big geospatial data analysis, and graph databases are expected to experience a revival on top of parallel and distributed data stores supporting big geospatial data analysis.",10.3390/ijgi9020095,ISPRS Int. J. Geo Inf.,Computer Science,data management,workshop,10
b795c74a0150ec091003ffbaa5bd7d74487c137b,Responsible data management,2020.0,"The need for responsible data management intensifies with the growing impact of data on society. One central locus of the societal impact of data are Automated Decision Systems (ADS), socio-legal-technical systems that are used broadly in industry, non-profits, and government. ADS process data about people, help make decisions that are consequential to people's lives, are designed with the stated goals of improving efficiency and promoting equitable access to opportunity, involve a combination of human and automated decision making, and are subject to auditing for legal compliance and to public disclosure. They may or may not use AI, and may or may not operate with a high degree of autonomy, but they rely heavily on data. In this article, we argue that the data management community is uniquely positioned to lead the responsible design, development, use, and oversight of ADS. We outline a technical research agenda that requires that we step outside our comfort zone of engineering for efficiency and accuracy, to also incorporate reasoning about values and beliefs. This seems high-risk, but one of the upsides is being able to explain to our children what we do and why it matters.",10.14778/3415478.3415570,Proceedings of the VLDB Endowment,Computer Science,data management,workshop,14
8d67b76222d84dcd337b8a2c78f13837070a79ce,Blockchain-based data management for digital twin of product,2020.0,,10.1016/j.jmsy.2020.01.009,,Computer Science,data management,workshop,8
da34bdb0d7a6b4a94c22d2f00d89ec877be1ae3f,Big data management and environmental performance: role of big data decision-making capabilities and decision-making quality,2020.0,"PurposeThis study is undertaken to examine the antecedents and role of big data decision-making capabilities toward decision-making quality and environmental performance among the Chinese public and private hospitals. It also examined the moderating effect of big data governance that was almost ignored in previous studies.Design/methodology/approachThe target population consisted of managerial employees (IT experts and executives) in hospitals. Data collected using a survey questionnaire from 752 respondents (374 respondents from public hospitals and 378 respondents from private hospitals) was subjected to PLS-SEM for analysis.FindingsFindings revealed that data management challenges (leadership focus, talent management, technology and organizational culture for big data) are significant antecedents for big data decision-making capabilities in both public and private hospitals. Moreover, it was also found that big data decision-making capabilities played a key role to improve the decision-making quality (effectiveness and efficiency), which positively contribute toward environmental performance in public and private hospitals of China. Public hospitals are playing greater attention to big data management for the sake of quality decision-making and environmental performance than private hospitals.Practical implicationsThis study provides guidelines required by hospitals to strengthen their big data capabilities to improve decision-making quality and environmental performance.Originality/valueThe proposed model provides an insight look at the dynamic capabilities theory in the domain of big data management to tackle the environmental issues in hospitals. The current study is the novel addition in the literature, and it identifies that big data capabilities are envisioned to be a game-changer player in effective decision-making and to improve the environmental performance in health sector.",10.1108/jeim-04-2020-0137,Journal of Enterprise Information Management,Computer Science,data management,journal,12
ff74bfbd9ebf4c54809873aecb04be27e9402cb8,Data management for developing digital twin ontology model,2020.0,"Digital Twin (DT) is the imitation of the real world product, process or system. Digital Twin is the ideal solution for data-driven optimisations in different phases of the product lifecycle. With the rapid growth in DT research, data management for digital twin is a challenging field for both industries and academia. The challenges for DT data management are analysed in this article are data variety, big data & data mining and DT dynamics. The current research proposes a novel concept of DT ontology model and methodology to address these data management challenges. The DT ontology model captures and models the conceptual knowledge of the DT domain. Using the proposed methodology, such domain knowledge is transformed into a minimum data model structure to map, query and manage databases for DT applications. The proposed research is further validated using a case study based on Condition-Based Monitoring (CBM) DT application. The query formulation around minimum data model structure further shows the effectiveness of the current approach by returning accurate results, along with maintaining semantics and conceptual relationships along DT lifecycle. The method not only provides flexibility to retain knowledge along DT lifecycle but also helps users and developers to design, maintain and query databases effectively for DT applications and systems of different scale and complexities.",10.1177/0954405420978117,"Proceedings of the Institution of mechanical engineers. Part B, journal of engineering manufacture",Computer Science,data management,journal,8
d5f169880e30e1f76827d72f862555d00b01bed9,A vector space model for automatic indexing,1975.0,"In a document retrieval, or other pattern matching environment where stored entities (documents) are compared with each other or with incoming patterns (search requests), it appears that the best indexing (property) space is one where each entity lies as far away from the others as possible; in these circumstances the value of an indexing system may be expressible as a function of the density of the object space; in particular, retrieval performance may correlate inversely with space density. An approach based on space density computations is used to choose an optimum indexing vocabulary for a collection of documents. Typical evaluation results are shown, demonstating the usefulness of the model.",10.1145/361219.361220,CACM,Computer Science,indexing,journal,13
5b1e1696564e5a3021ac3a501c9deeb6c0fbc637,Color indexing,1991.0,,10.1007/BF00130487,International Journal of Computer Vision,Computer Science,indexing,journal,7
7fb7364cf5f9bd48a9dd3a92a5243aae128afc24,Exact indexing of dynamic time warping,2002.0,,10.1007/s10115-004-0154-9,Knowledge and Information Systems,"Mathematics,Computer Science",indexing,workshop,8
8d94832e245906775b428e949ac1f635bfb28ad3,Managing Gigabytes: Compressing and Indexing Documents and Images,1999.0,PREFACE 1. OVERVIEW 2. TEXT COMPRESSION 3. INDEXING 4. QUERYING 5. INDEX CONSTRUCTION 6. IMAGE COMPRESSION 7. TEXTUAL IMAGES 8. MIXED TEXT AND IMAGES 9. IMPLEMENTATION 10. THE INFORMATION EXPLOSION A. GUIDE TO THE MG SYSTEM B. GUIDE TO THE NZDL REFERENCES INDEX,10.1109/tit.1995.476344,,Computer Science,indexing,workshop,8
e7cf3c1a584b16d5e15e5fbec7c05762385d669e,Droplet-based combinatorial indexing for massive-scale single-cell chromatin accessibility,2019.0,,10.1038/s41587-019-0147-6,Nature Biotechnology,"Medicine,Computer Science",indexing,journal,13
69a2479a49154e3bd51e44e636ab5692ed20b142,Probabilistic Latent Semantic Indexing,1999.0,"Probabilistic Latent Semantic Indexing is a novel approach to automated document indexing which is based on a statistical latent class model for factor analysis of count data. Fitted from a training corpus of text documents by a generalization of the Expectation Maximization algorithm, the utilized model is able to deal with domain{specific synonymy as well as with polysemous words. In contrast to standard Latent Semantic Indexing (LSI) by Singular Value Decomposition, the probabilistic variant has a solid statistical foundation and defines a proper generative data model. Retrieval experiments on a number of test collections indicate substantial performance gains over direct term matching methods as well as over LSI. In particular, the combination of models with different dimensionalities has proven to be advantageous.",10.1145/3130348.3130370,SIGIR Forum,Computer Science,indexing,workshop,5
9fb01cd85317f84fb4def982a81f19da2571bae1,Image indexing using color correlograms,1997.0,"We define a new image feature called the color correlogram and use it for image indexing and comparison. This feature distills the spatial correlation of colors, and is both effective and inexpensive for content-based image retrieval. The correlogram robustly tolerates large changes in appearance and shape caused by changes in viewing positions, camera zooms, etc. Experimental evidence suggests that this new feature outperforms not only the traditional color histogram method but also the recently proposed histogram refinement methods for image indexing/retrieval.",10.1109/CVPR.1997.609412,Proceedings of IEEE Computer Society Conference on Computer Vision and Pattern Recognition,"Computer Science,Mathematics",indexing,conference,10
5fe8ed6e2c75a3b352be695f423cc2fac19446fa,Multiplex single-cell profiling of chromatin accessibility by combinatorial cellular indexing,2015.0,"Chromatin state and the single cell Identifying the chromatin state of any single cell, which may or may not have a different function or represent different stages relative to others collected within any single culture, experiment, or tissue, has been challenging. Cusanovitch et al. skirted previously identified technological limitations to identify regions of accessible chromatin at single-cell resolution. Combinatorial cellular indexing, a strategy for multiplex barcoding of thousands of single cells per experiment, was successfully used to investigate the genome-wide chromatin accessibility landscape in each of over 15,000 single cells. Science, this issue p. 910 Combinatorial indexing can identify chromatin states at single-cell resolution. Technical advances have enabled the collection of genome and transcriptome data sets with single-cell resolution. However, single-cell characterization of the epigenome has remained challenging. Furthermore, because cells must be physically separated before biochemical processing, conventional single-cell preparatory methods scale linearly. We applied combinatorial cellular indexing to measure chromatin accessibility in thousands of single cells per assay, circumventing the need for compartmentalization of individual cells. We report chromatin accessibility profiles from more than 15,000 single cells and use these data to cluster cells on the basis of chromatin accessibility landscapes. We identify modules of coordinately regulated chromatin accessibility at the level of single cells both between and within cell types, with a scalable method that may accelerate progress toward a human cell atlas.",10.1126/science.aab1601,Science,"Medicine,Biology",indexing,workshop,7
7f8859a57e35c66164678710187d4374822411d8,An improved dual-indexing approach for multiplexed 16S rRNA gene sequencing on the Illumina MiSeq platform,2014.0,To take advantage of affordable high-throughput next-generation sequencing technologies to characterize microbial community composition often requires the development of improved methods to overcome technical limitations inherent to the sequencing platforms. Sequencing low sequence diversity libraries such as 16S rRNA amplicons has been problematic on the Illumina MiSeq platform and often generates sequences of suboptimal quality. Here we present an improved dual-indexing amplification and sequencing approach to assess the composition of microbial communities from clinical samples using the V3-V4 region of the 16S rRNA gene on the Illumina MiSeq platform. We introduced a 0 to 7 bp “heterogeneity spacer” to the index sequence that allows an equal proportion of samples to be sequenced out of phase. Our approach yields high quality sequence data from 16S rRNA gene amplicons using both 250 bp and 300 bp paired-end MiSeq protocols and provides a flexible and cost-effective sequencing option.,10.1186/2049-2618-2-6,Microbiome,"Medicine,Biology",indexing,workshop,8
c4dd9a19d822c965ce8cde55ab23b8a0b628278a,An overview of the BIOASQ large-scale biomedical semantic indexing and question answering competition,2015.0,"This article provides an overview of the first BioASQ challenge, a competition on large-scale biomedical semantic indexing and question answering (QA), which took place between March and September 2013. BioASQ assesses the ability of systems to semantically index very large numbers of biomedical scientific articles, and to return concise and user-understandable answers to given natural language questions by combining information from biomedical articles and ontologies. The 2013 BioASQ competition comprised two tasks, Task 1a and Task 1b. In Task 1a participants were asked to automatically annotate new PubMed documents with MeSH headings. Twelve teams participated in Task 1a, with a total of 46 system runs submitted, and one of the teams performing consistently better than the MTI indexer used by NLM to suggest MeSH headings to curators. Task 1b used benchmark datasets containing 29 development and 282 test English questions, along with gold standard (reference) answers, prepared by a team of biomedical experts from around Europe and participants had to automatically produce answers. Three teams participated in Task 1b, with 11 system runs. The BioASQ infrastructure, including benchmark datasets, evaluation mechanisms, and the results of the participants and baseline methods, is publicly available. A publicly available evaluation infrastructure for biomedical semantic indexing and QA has been developed, which includes benchmark datasets, and can be used to evaluate systems that: assign MeSH headings to published articles or to English questions; retrieve relevant RDF triples from ontologies, relevant articles and snippets from PubMed Central; produce “exact” and paragraph-sized “ideal” answers (summaries). The results of the systems that participated in the 2013 BioASQ competition are promising. In Task 1a one of the systems performed consistently better from the NLM’s MTI indexer. In Task 1b the systems received high scores in the manual evaluation of the “ideal” answers; hence, they produced high quality summaries as answers. Overall, BioASQ helped obtain a unified view of how techniques from text classification, semantic indexing, document and passage retrieval, question answering, and text summarization can be combined to allow biomedical experts to obtain concise, user-understandable answers to questions reflecting their real information needs.",10.1186/s12859-015-0564-6,BMC Bioinformatics,"Computer Science,Medicine",indexing,workshop,15
69cad06dc26140ef3a7c19f05cbd56a2d04fad1a,Automated identification and indexing of dislocations in crystal interfaces,2012.0,"We present a computational method for identifying partial and interfacial dislocations in atomistic models of crystals with defects. Our automated algorithm is based on a discrete Burgers circuit integral over the elastic displacement field and is not limited to specific lattices or dislocation types. Dislocations in grain boundaries and other interfaces are identified by mapping atomic bonds from the dislocated interface to an ideal template configuration of the coherent interface to reveal incompatible displacements induced by dislocations and to determine their Burgers vectors. In addition, the algorithm generates a continuous line representation of each dislocation segment in the crystal and also identifies dislocation junctions.",10.1088/0965-0393/20/8/085007,,"Physics,Materials Science",indexing,workshop,11
80e850ae69e141eab2de754998cb2f617a7c73ef,Citation Indexing Its Theory And Application In Science Technology And Humanities,2016.0,,,,Computer Science,indexing,workshop,12
75b868e844e58db707fb5dbf7acbe2e26ba8c122,A survey on indexing techniques for big data: taxonomy and performance evaluation,2016.0,,10.1007/s10115-015-0830-y,Knowledge and Information Systems,Computer Science,indexing,workshop,7
c2872fb23b02597034a179f4adb82a00d6ffda8d,Probabilistic latent semantic indexing,1999.0,"Probabilistic Latent Semantic Indexing is a novel approach to automated document indexing which is based on a statistical latent class model for factor analysis of count data. Fitted from a training corpus of text documents by a generalization of the Expectation Maximization algorithm, the utilized model is able to deal with domain{speci c synonymy as well as with polysemous words. In contrast to standard Latent Semantic Indexing (LSI) by Singular Value Decomposition, the probabilistic variant has a solid statistical foundation and de nes a proper generative data model. Retrieval experiments on a number of test collections indicate substantial performance gains over direct term matching methods as well as over LSI. In particular, the combination of models with di erent dimensionalities has proven to be advantageous.",10.1145/312624.312649,Annual International ACM SIGIR Conference on Research and Development in Information Retrieval,Computer Science,indexing,conference,8
ddeea66c9550f99f9a6768d4b240a9fe9957487d,Indexing based on scale invariant interest points,2001.0,"This paper presents a new method for detecting scale invariant interest points. The method is based on two recent results on scale space: (1) Interest points can be adapted to scale and give repeatable results (geometrically stable). (2) Local extrema over scale of normalized derivatives indicate the presence of characteristic local structures. Our method first computes a multi-scale representation for the Harris interest point detector. We then select points at which a local measure (the Laplacian) is maximal over scales. This allows a selection of distinctive points for which the characteristic scale is known. These points are invariant to scale, rotation and translation as well as robust to illumination changes and limited changes of viewpoint. For indexing, the image is characterized by a set of scale invariant points; the scale associated with each point allows the computation of a scale invariant descriptor. Our descriptors are, in addition, invariant to image rotation, of affine illumination changes and robust to small perspective deformations. Experimental results for indexing show an excellent performance up to a scale factor of 4 for a database with more than 5000 images.",10.1109/ICCV.2001.937561,Proceedings Eighth IEEE International Conference on Computer Vision. ICCV 2001,"Computer Science,Mathematics",indexing,conference,10
b538999f458a12df98d197befcc4426525cf8237,Efficient Indexing of Billion-Scale Datasets of Deep Descriptors,2016.0,"Existing billion-scale nearest neighbor search systems have mostly been compared on a single dataset of a billion of SIFT vectors, where systems based on the Inverted Multi-Index (IMI) have been performing very well, achieving state-of-the-art recall in several milliseconds. SIFT-like descriptors, however, are quickly being replaced with descriptors based on deep neural networks (DNN) that provide better performance for many computer vision tasks. In this paper, we introduce a new dataset of one billion descriptors based on DNNs and reveal the relative inefficiency of IMI-based indexing for such descriptors compared to SIFT data. We then introduce two new indexing structures, the Non-Orthogonal Inverted Multi-Index (NO-IMI) and the Generalized Non-Orthogonal Inverted Multi-Index (GNO-IMI). We show that due to additional flexibility, the new structures are able to adapt to DNN descriptor distribution in a better way. In particular, extensive experiments on the new dataset demonstrate that these data structures provide considerably better trade-off between the speed of retrieval and recall, given similar amount of memory, as compared to the standard Inverted Multi-Index.",10.1109/CVPR.2016.226,Computer Vision and Pattern Recognition,Computer Science,indexing,workshop,14
728211a7edfe536299670f34714de1b426d969dc,Locally adaptive dimensionality reduction for indexing large time series databases,2001.0,"Similarity search in large time series databases has attracted much research interest recently. It is a difficult problem because of the typically high dimensionality of the data.. The most promising solutions involve performing dimensionality reduction on the data, then indexing the reduced data with a multidimensional index structure. Many dimensionality reduction techniques have been proposed, including Singular Value Decomposition (SVD), the Discrete Fourier transform (DFT), and the Discrete Wavelet Transform (DWT). In this work we introduce a new dimensionality reduction technique which we call Adaptive Piecewise Constant Approximation (APCA). While previous techniques (e.g., SVD, DFT and DWT) choose a common representation for all the items in the database that minimizes the global reconstruction error, APCA approximates each time series by a set of constant value segments of varying lengths such that their individual reconstruction errors are minimal. We show how APCA can be indexed using a multidimensional index structure. We propose two distance measures in the indexed space that exploit the high fidelity of APCA for fast searching: a lower bounding Euclidean distance approximation, and a non-lower bounding, but very tight Euclidean distance approximation and show how they can support fast exact searching, and even faster approximate searching on the same index structure. We theoretically and empirically compare APCA to all the other techniques and demonstrate its superiority.",10.1145/375663.375680,ACM SIGMOD Conference,Computer Science,indexing,conference,12
896be512ce514903d05357335faaf69a5cf8ce85,Indexing and Active Fund Management: International Evidence,2015.0,"We examine the relation between indexing and active management in the mutual fund industry worldwide. Explicit indexing and closet indexing by active funds are associated with countries’ regulatory and financial market environments. We find that actively managed funds are more active and charge lower fees when they face more competitive pressure from low-cost explicitly indexed funds. A quasi-natural experiment using the exogenous variation in indexed funds generated by the passage of pension laws supports a causal interpretation of the results. Moreover, the average alpha generated by active management is higher in countries with more explicit indexing and lower in countries with more closet indexing. Overall, our evidence suggests that explicit indexing improves competition in the mutual fund industry.",10.2139/ssrn.1830207,,Economics,indexing,workshop,10
f39d3e88cce063ccd3ca01100efd44dcabc9d3b4,Automatic Linguistic Indexing of Pictures by a Statistical Modeling Approach,2003.0,"Automatic linguistic indexing of pictures is an important but highly challenging problem for researchers in computer vision and content-based image retrieval. In this paper, we introduce a statistical modeling approach to this problem. Categorized images are used to train a dictionary of hundreds of statistical models each representing a concept. Images of any given concept are regarded as instances of a stochastic process that characterizes the concept. To measure the extent of association between an image and the textual description of a concept, the likelihood of the occurrence of the image based on the characterizing stochastic process is computed. A high likelihood indicates a strong association. In our experimental implementation, we focus on a particular group of stochastic processes, that is, the two-dimensional multiresolution hidden Markov models (2D MHMMs). We implemented and tested our ALIP (Automatic Linguistic Indexing of Pictures) system on a photographic image database of 600 different concepts, each with about 40 training images. The system is evaluated quantitatively using more than 4,600 images outside the training database and compared with a random annotation scheme. Experiments have demonstrated the good accuracy of the system and its high potential in linguistic indexing of photographic images.",10.1109/TPAMI.2003.1227984,IEEE Transactions on Pattern Analysis and Machine Intelligence,Computer Science,indexing,journal,5
0310ff23ec2c0be81ea1af02f9e1fd6672d69f1d,Powder pattern indexing with the dichotomy method,2004.0,"The efficiency of the successive dichotomy method for powder diffraction pattern indexing [Louer & Louer (1972). J. Appl. Cryst. 5, 271–275] has been proved over more than 30 years of usage. Features implemented in the new version of the computer program DICVOL04 include (i) a tolerance to the presence of impurity (or inaccurately measured) diffraction lines, (ii) a refinement of the `zero-point' position, (iii) a reviewing of all input lines from the solution found from, generally, the first 20 lines, (iv) a cell analysis, based on the concept of the reduced cell, to identify equivalent monoclinic and triclinic solutions, and (v) an optional analysis of input powder data to detect the presence of a significant `zero-point' offset. New search strategies have also been introduced, e.g. each crystal system is scanned separately, within the input volume limits, to limit the risk of missing a solution characterized by a metric lattice singularity. The default values in the input file have been extended to 25 A for the linear parameters and 2500 A3 for the cell volume. The search is carried out exhaustively within the input parameter limits and the absolute error on peak position measurements. Many tests with data from the literature and from powder data of pharmaceutical materials, collected with the capillary technique and laboratory monochromatic X-rays, have been performed with a high success rate, covering all crystal symmetries from cubic to triclinic. Some examples reported as `difficult' cases are also discussed. Additionally, a few recommendations for the correct practice of powder pattern indexing are reported.",10.1107/S0021889804014876,,Chemistry,indexing,workshop,6
