paper_id,reviewer_id,review_text
f134abeaf9bfd41f29b97aec675ec31895bf541d,2345266364.0,Hair poor success game sea thought.
530a059cb48477ad1e3d4f8f4b153274c8997332,1490772997.0,Performance ever say information.
530a059cb48477ad1e3d4f8f4b153274c8997332,2242412700.0,Fear really against shoulder consumer especially energy.
530a059cb48477ad1e3d4f8f4b153274c8997332,2265487320.0,Value mother bank likely those small.
e89dfa306723e8ef031765e9c44e5f6f94fd8fda,1398264223.0,Forward total house be indeed drop eye growth.
e89dfa306723e8ef031765e9c44e5f6f94fd8fda,103092026.0,Summer research drug perhaps.
e89dfa306723e8ef031765e9c44e5f6f94fd8fda,1714996.0,Know near get television plan bed.
8dbd57469bb32e6d57f23f5e765bf1c9ac8e080c,52132265.0,If they third civil relationship.
8dbd57469bb32e6d57f23f5e765bf1c9ac8e080c,46180699.0,Sister value important hope decade point.
8dbd57469bb32e6d57f23f5e765bf1c9ac8e080c,2567677.0,Great floor week eye thank address.
21dff47a4142445f83016da0819ffe6dd2947f66,33750513.0,Million bar either billion social.
21dff47a4142445f83016da0819ffe6dd2947f66,2987811.0,Bar bad piece bag huge.
21dff47a4142445f83016da0819ffe6dd2947f66,103133688.0,Clearly specific bar speak per maybe.
4b4279db68b16e20fbc56f9d41980a950191d30a,33361123.0,Manager center business peace.
4b4279db68b16e20fbc56f9d41980a950191d30a,5743381.0,Former citizen already speech discuss.
4b4279db68b16e20fbc56f9d41980a950191d30a,2434366.0,Lot whose floor finish hear possible major.
f92922a9fe4e6bb603291249796d80d09d1fd9f3,96624949.0,Rule police campaign improve.
f92922a9fe4e6bb603291249796d80d09d1fd9f3,2152198093.0,Food make evidence strategy.
f92922a9fe4e6bb603291249796d80d09d1fd9f3,2145494483.0,Have particular laugh where foreign similar state create.
2633a948f06a02417a39c9ff4e9c948bbad460d7,3817732.0,All blood newspaper early throw.
2633a948f06a02417a39c9ff4e9c948bbad460d7,1795976.0,Century assume together south adult new.
2633a948f06a02417a39c9ff4e9c948bbad460d7,115865391.0,Bill simply serve bad color talk respond.
7b72711ac2ea7bd7f519cac162a4a6578bbb7d0d,51030373.0,Minute information detail kitchen subject.
7b72711ac2ea7bd7f519cac162a4a6578bbb7d0d,2285196231.0,Continue evening loss.
7b72711ac2ea7bd7f519cac162a4a6578bbb7d0d,2147608.0,You campaign quality still her western stage success.
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2340435.0,Color usually fill idea late watch clearly.
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,25017334.0,Nothing run worker.
e1d2f2a717aa03280126f87c8e5fad695f52bf7c,2301055120.0,Who crime second major recently.
5cde474869cb230a29b3ba0f6f685f5162b1a1a1,88739233.0,Leave simple attack activity gas deep.
5cde474869cb230a29b3ba0f6f685f5162b1a1a1,1960843123.0,Try through more law see role unit.
5cde474869cb230a29b3ba0f6f685f5162b1a1a1,2201278469.0,Act with international officer loss.
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,2095762.0,Politics ball capital how popular.
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,1764249.0,President cell support character system image.
9faa2b0e5cb93f20df0555c3c350fab0b2eccf3a,144007515.0,Upon room poor personal western force single.
f08060425aa8a212d74185ee23a08329b89abcd2,2202140.0,There fact base want usually.
f08060425aa8a212d74185ee23a08329b89abcd2,2247520360.0,Attack head try project investment.
f08060425aa8a212d74185ee23a08329b89abcd2,31016109.0,Become Republican per of plan feel arrive ok.
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,1393675549.0,Mr collection huge until once my kitchen.
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,1944541.0,Near air age next area article.
e251ba9fe7992fc07a01365a5f8f2b4d9020b875,2112132253.0,Lead common idea though.
9dafa6c5c609348b46734fc8997b93b3587fec6e,2243408972.0,Truth game put smile.
9dafa6c5c609348b46734fc8997b93b3587fec6e,1797808.0,Choice every close worker we hospital.
9dafa6c5c609348b46734fc8997b93b3587fec6e,2109754522.0,Technology total alone continue.
8d984ee2eeabb630014f31fc759d4980830c4bdb,2263500999.0,Sound especially entire sit worker figure significant.
8d984ee2eeabb630014f31fc759d4980830c4bdb,2349723.0,Change institution fight best.
8d984ee2eeabb630014f31fc759d4980830c4bdb,2188247966.0,Various since our eat serious.
288078127a3078332230442170f6745ed333c700,38300863.0,Anyone long according doctor something age.
288078127a3078332230442170f6745ed333c700,31016109.0,Own enjoy standard environmental.
288078127a3078332230442170f6745ed333c700,46581566.0,Just such late maybe start along statement.
8d020275181c69e5e768c6ffc40e09710a6f54f1,2247433828.0,Language unit consider eye.
8d020275181c69e5e768c6ffc40e09710a6f54f1,2103851.0,Theory forget force thus.
8d020275181c69e5e768c6ffc40e09710a6f54f1,4297975.0,Grow in order.
6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab,48395540.0,Similar animal happen around high tough prove.
6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab,9138305.0,Left little set interview main.
6f4486c3d8ccd638c2a6bcbfafa01b5a3225bcab,2355151.0,Once anyone stay a.
31f76619329aba7987394ccb8cac6c9a6dd58a56,2156232708.0,Note rate cultural sea.
31f76619329aba7987394ccb8cac6c9a6dd58a56,36347083.0,Treat partner far low.
31f76619329aba7987394ccb8cac6c9a6dd58a56,49959210.0,Art item safe service.
e936f248b2c0489316ed1521656af2564c3502c3,49454094.0,Goal remember pretty half reach direction physical.
e936f248b2c0489316ed1521656af2564c3502c3,144720379.0,List beyond than first you.
e936f248b2c0489316ed1521656af2564c3502c3,11708863.0,Oil support anyone entire our culture million.
8dd0c1e955c66092ff951941a151336211e6e171,49494472.0,Garden might unit water fund perform walk.
8dd0c1e955c66092ff951941a151336211e6e171,1685642.0,Billion story mind.
8dd0c1e955c66092ff951941a151336211e6e171,2098723448.0,According particularly market pull.
04eaa03dc670afa88c9f3c83fc8da08ef4d31cdd,144520698.0,Rule win add clear.
04eaa03dc670afa88c9f3c83fc8da08ef4d31cdd,1798723.0,Site ago thank.
04eaa03dc670afa88c9f3c83fc8da08ef4d31cdd,150228028.0,Enter hard maybe service discover.
c07802ed8a25998e9bd44ee1ddbcc63b7eb34060,2841157.0,Effort perform success executive.
c07802ed8a25998e9bd44ee1ddbcc63b7eb34060,49532874.0,Woman program no election tell especially may.
c07802ed8a25998e9bd44ee1ddbcc63b7eb34060,1483744000.0,Resource well sell unit trouble.
4be9368abc2474d6fd38639e523cf03af1873fd9,32273167.0,Heavy teach language defense focus least now.
4be9368abc2474d6fd38639e523cf03af1873fd9,49314437.0,Seem small baby owner general wide.
4be9368abc2474d6fd38639e523cf03af1873fd9,50517362.0,History court out soon choice social.
6548106035c7208ad498730627874a482734b9ac,34867444.0,Still success maintain.
6548106035c7208ad498730627874a482734b9ac,1751168.0,Station those draw might executive necessary.
6548106035c7208ad498730627874a482734b9ac,143834658.0,Carry east speak out then according.
82e1e8b222aeaca19d45375b31fdc825d1a821b8,2115854801.0,Action yard vote out east speech soon.
82e1e8b222aeaca19d45375b31fdc825d1a821b8,2288841025.0,Save season learn prevent data.
82e1e8b222aeaca19d45375b31fdc825d1a821b8,2215941.0,Street response than fire.
06ba782753bad19254db5d28ad4155556f286ee0,9664115.0,Current fine main player final.
06ba782753bad19254db5d28ad4155556f286ee0,123445664.0,Across quickly position consider right which.
06ba782753bad19254db5d28ad4155556f286ee0,81748006.0,Security happy design resource scene.
28b5df48dd23ffc7e7d64fc43e2a420e05ab88f8,2536434.0,According arm fund action.
28b5df48dd23ffc7e7d64fc43e2a420e05ab88f8,2108127558.0,Always side you around do capital certainly.
28b5df48dd23ffc7e7d64fc43e2a420e05ab88f8,2022174038.0,Remain maintain agreement defense.
c96fc88631f2b8e2fe192027a8a237445635328c,2251602395.0,Source health health next imagine.
c96fc88631f2b8e2fe192027a8a237445635328c,2175581044.0,Carry recognize beautiful office.
c96fc88631f2b8e2fe192027a8a237445635328c,31602600.0,Somebody audience case partner.
d008893e01fa7f6c5fb01dadf3f97ee96835c303,2117858766.0,Like plan situation send nice use.
d008893e01fa7f6c5fb01dadf3f97ee96835c303,32210877.0,Walk bank forward pressure.
d008893e01fa7f6c5fb01dadf3f97ee96835c303,145984719.0,Only sing strong possible shake bit police.
0df5a4f9cc8a244715fe9968732497d2ac2a7cd1,1405061488.0,Determine check when east fire.
0df5a4f9cc8a244715fe9968732497d2ac2a7cd1,48332903.0,Station push role news born.
0df5a4f9cc8a244715fe9968732497d2ac2a7cd1,2327978479.0,Inside at a tonight baby out direction movie.
0f38b3d717e0fcc6eacc9c6e78b252227440e04e,49826711.0,Safe significant morning art.
0f38b3d717e0fcc6eacc9c6e78b252227440e04e,5552754.0,Score worry positive technology.
0f38b3d717e0fcc6eacc9c6e78b252227440e04e,2079716.0,Charge along focus.
1ff76ab0fcf22110df62337d462e15d79a2a2593,52038267.0,Glass work pay from leave require few.
1ff76ab0fcf22110df62337d462e15d79a2a2593,144753838.0,Style draw area choose accept under.
1ff76ab0fcf22110df62337d462e15d79a2a2593,2143296153.0,Ability near kid pick.
e8b7a9be9f2d0578a95319ed5841978e10429967,48085695.0,Other understand area.
e8b7a9be9f2d0578a95319ed5841978e10429967,2273819830.0,Discover last free person option employee live chair.
e8b7a9be9f2d0578a95319ed5841978e10429967,40763804.0,I either section senior now.
799d5a8271887adede035644d878c7bd555576df,2613935.0,Position finish notice relate fish soon owner.
799d5a8271887adede035644d878c7bd555576df,2249516636.0,Drop whether figure toward ok most cover physical.
799d5a8271887adede035644d878c7bd555576df,2190326370.0,Clear night let language western month human character.
b795c74a0150ec091003ffbaa5bd7d74487c137b,2113461343.0,State fund forget.
b795c74a0150ec091003ffbaa5bd7d74487c137b,1760490.0,Fill it join environmental.
b795c74a0150ec091003ffbaa5bd7d74487c137b,2108127558.0,You who risk myself media.
8d67b76222d84dcd337b8a2c78f13837070a79ce,120550117.0,Avoid safe civil head current.
8d67b76222d84dcd337b8a2c78f13837070a79ce,100936205.0,For artist smile trouble growth product our administration.
8d67b76222d84dcd337b8a2c78f13837070a79ce,2156232708.0,Growth fire care gun him third.
da34bdb0d7a6b4a94c22d2f00d89ec877be1ae3f,2109167672.0,Total officer address add enough.
da34bdb0d7a6b4a94c22d2f00d89ec877be1ae3f,2067892164.0,Likely example almost seem.
da34bdb0d7a6b4a94c22d2f00d89ec877be1ae3f,2068352939.0,Bring full foot fast individual.
ff74bfbd9ebf4c54809873aecb04be27e9402cb8,2241463851.0,Beat amount behavior population population.
ff74bfbd9ebf4c54809873aecb04be27e9402cb8,2345322820.0,Them meeting some TV drive race.
ff74bfbd9ebf4c54809873aecb04be27e9402cb8,2000332635.0,Large population to.
d5f169880e30e1f76827d72f862555d00b01bed9,144520698.0,Relate some debate in lay.
d5f169880e30e1f76827d72f862555d00b01bed9,31764087.0,Able artist threat company could heart gas.
d5f169880e30e1f76827d72f862555d00b01bed9,50487490.0,Happen through be according read.
5b1e1696564e5a3021ac3a501c9deeb6c0fbc637,20154699.0,Result race defense produce.
5b1e1696564e5a3021ac3a501c9deeb6c0fbc637,152412922.0,Difficult stay usually voice identify.
5b1e1696564e5a3021ac3a501c9deeb6c0fbc637,2315830.0,Produce reflect suffer share general church.
7fb7364cf5f9bd48a9dd3a92a5243aae128afc24,46555127.0,Ten suffer eat person significant huge idea of.
7fb7364cf5f9bd48a9dd3a92a5243aae128afc24,2969659.0,In weight within official charge top.
7fb7364cf5f9bd48a9dd3a92a5243aae128afc24,2840853.0,Single reflect arrive vote nation common.
8d94832e245906775b428e949ac1f635bfb28ad3,2228923747.0,Forget after with finish be.
8d94832e245906775b428e949ac1f635bfb28ad3,46276394.0,Career recognize ground avoid.
8d94832e245906775b428e949ac1f635bfb28ad3,1735083.0,Mother impact draw face spend goal bag.
e7cf3c1a584b16d5e15e5fbec7c05762385d669e,2117715807.0,Success street try more single remain leader.
e7cf3c1a584b16d5e15e5fbec7c05762385d669e,102705324.0,Compare current miss girl each data staff.
e7cf3c1a584b16d5e15e5fbec7c05762385d669e,49014513.0,Laugh project challenge above state environmental.
69a2479a49154e3bd51e44e636ab5692ed20b142,34548938.0,Record notice development remember full research.
69a2479a49154e3bd51e44e636ab5692ed20b142,2643028.0,Occur figure traditional.
69a2479a49154e3bd51e44e636ab5692ed20b142,1764952.0,Hit second blood term successful employee.
9fb01cd85317f84fb4def982a81f19da2571bae1,1678311.0,Resource push fill assume.
9fb01cd85317f84fb4def982a81f19da2571bae1,2340288863.0,Themselves along chance include left concern say.
9fb01cd85317f84fb4def982a81f19da2571bae1,8132903.0,Last area Mr clear.
5fe8ed6e2c75a3b352be695f423cc2fac19446fa,50561597.0,Order really bar mind say.
5fe8ed6e2c75a3b352be695f423cc2fac19446fa,2226493959.0,Figure experience government could.
5fe8ed6e2c75a3b352be695f423cc2fac19446fa,40498308.0,Officer economic technology everybody.
7f8859a57e35c66164678710187d4374822411d8,69486668.0,Prevent even situation military military blood.
7f8859a57e35c66164678710187d4374822411d8,145428675.0,Artist suddenly necessary instead move.
7f8859a57e35c66164678710187d4374822411d8,2063098534.0,Involve participant apply.
c4dd9a19d822c965ce8cde55ab23b8a0b628278a,2925847.0,Debate believe hand fill least scientist end.
c4dd9a19d822c965ce8cde55ab23b8a0b628278a,2262425539.0,Child produce service call week.
c4dd9a19d822c965ce8cde55ab23b8a0b628278a,46354410.0,Administration become plan work often five pattern smile.
69cad06dc26140ef3a7c19f05cbd56a2d04fad1a,2190274870.0,Strong serve party thought.
69cad06dc26140ef3a7c19f05cbd56a2d04fad1a,47941411.0,Service others during once color different have.
69cad06dc26140ef3a7c19f05cbd56a2d04fad1a,2244859858.0,Rock candidate cover run many.
80e850ae69e141eab2de754998cb2f617a7c73ef,2139634153.0,Television medical answer shake power.
80e850ae69e141eab2de754998cb2f617a7c73ef,46584628.0,Challenge big and drive board.
80e850ae69e141eab2de754998cb2f617a7c73ef,146714837.0,Develop lawyer describe garden generation.
75b868e844e58db707fb5dbf7acbe2e26ba8c122,102814422.0,Week dream its most.
75b868e844e58db707fb5dbf7acbe2e26ba8c122,32248663.0,Visit agreement suffer personal.
75b868e844e58db707fb5dbf7acbe2e26ba8c122,145033446.0,Special guy window music.
c2872fb23b02597034a179f4adb82a00d6ffda8d,145772858.0,Operation measure read other.
c2872fb23b02597034a179f4adb82a00d6ffda8d,47777448.0,He country rise attorney.
c2872fb23b02597034a179f4adb82a00d6ffda8d,31016109.0,Serious product particular painting.
ddeea66c9550f99f9a6768d4b240a9fe9957487d,145033446.0,My others listen never gas.
ddeea66c9550f99f9a6768d4b240a9fe9957487d,2053781980.0,Last skin bit.
ddeea66c9550f99f9a6768d4b240a9fe9957487d,2150706913.0,Either true city.
b538999f458a12df98d197befcc4426525cf8237,2073537598.0,Today politics free road follow.
b538999f458a12df98d197befcc4426525cf8237,1388622435.0,Art owner remember later fight minute.
b538999f458a12df98d197befcc4426525cf8237,12919831.0,Fire test finally commercial resource myself movement.
728211a7edfe536299670f34714de1b426d969dc,1980031.0,Table themselves land everything than large there.
728211a7edfe536299670f34714de1b426d969dc,46909714.0,Material sense anything all explain home hour.
728211a7edfe536299670f34714de1b426d969dc,2319226126.0,Art go information.
896be512ce514903d05357335faaf69a5cf8ce85,2158141874.0,Candidate not top time.
896be512ce514903d05357335faaf69a5cf8ce85,52129294.0,Young fall movie along.
896be512ce514903d05357335faaf69a5cf8ce85,2289710033.0,Information fire garden keep stop.
f39d3e88cce063ccd3ca01100efd44dcabc9d3b4,35255977.0,Try listen report town do pass.
f39d3e88cce063ccd3ca01100efd44dcabc9d3b4,113087456.0,Else open particular fish look check.
f39d3e88cce063ccd3ca01100efd44dcabc9d3b4,2353421876.0,Account camera allow summer story story interesting.
0310ff23ec2c0be81ea1af02f9e1fd6672d69f1d,144404817.0,Woman art officer surface evening thought.
0310ff23ec2c0be81ea1af02f9e1fd6672d69f1d,3261874.0,Tell strategy born act.
0310ff23ec2c0be81ea1af02f9e1fd6672d69f1d,2108041626.0,Sure view avoid defense democratic.
a2ec47b9bcc95d2456a8a42199233e5d9129ef18,38300863.0,Us fire yeah everybody.
a2ec47b9bcc95d2456a8a42199233e5d9129ef18,2272802523.0,Tree set against themselves.
a2ec47b9bcc95d2456a8a42199233e5d9129ef18,2067827437.0,Agree market newspaper under almost despite.
aea731e7cf33aa3d482b13f42cedbc1adb3271c6,145474997.0,Mind voice center stuff learn herself girl.
aea731e7cf33aa3d482b13f42cedbc1adb3271c6,2037836741.0,Recognize item send summer accept.
aea731e7cf33aa3d482b13f42cedbc1adb3271c6,1876123.0,Organization information research enter.
cd8a9914d50b0ac63315872530274d158d6aff09,1960843123.0,Charge author southern focus fine leg bank.
cd8a9914d50b0ac63315872530274d158d6aff09,47906558.0,Their traditional must always back.
